Accession,Bioproject,Last_author,Sequencing_technology,Isolate_Name,Country,Continent,Isolation_source,Ropars_Clade,Proposed_final_clade,Mean_coverage,Mean_depth,Aneuploidy,HOM_pos,HOM_ref,HOM_alt,HET_pos,Missing_pos,frac_missing,frac_HET,PASS_Het,For_Sub_Phylo,Intrapop_ID,Intrapop_removed,MAT_type
SRR393519,PRJNA75235,Hirakawa et al. 2015,Illumina HiSeq 2000,P75010,Belgium,Europe,Blood,,11,99.60105,115.5885,chr5,13254821,13196982,57839,68021,961054,0.067282344,0.00476208,1,0,,0,α/α/α
SRR393527,PRJNA75245,Hirakawa et al. 2015,Illumina HiSeq 2000,P76067,Canada,North America,Blood,,2,99.6558,133.860375,0,13742959,13673850,69109,71051,469886,0.032896207,0.0049742,1,0,,0,a/α
SRR393528,PRJNA75221,Hirakawa et al. 2015,Illumina HiSeq 2000,P78048,Canada,North America,Blood,,1,99.80005,139.278625,0,13750770,13740109,10661,83482,449644,0.031479087,0.00584448,1,0,,0,α/α
SRR397731,PRJNA75221,Hirakawa et al. 2015,Illumina HiSeq 2000,19F,USA,North America,Vagina,,1,99.7954625,160.45625,chr7,13963154,13946078,17076,66442,254300,0.017803266,0.00465153,1,0,,0,α/α
SRR530262,PRJNA75219,Hirakawa et al. 2015,Illumina HiSeq 2000,P60002,USA,North America,Blood,,20,99.679825,269.0405,"chr4,chr6,chrrR",14135119,14060180,74939,63907,84870,0.005941656,0.00447406,1,0,,0,a/a/a
SRR538771,PRJNA75233,NA,Illumina HiSeq 2000,CHN1,USA,North America,Pleural and Thoracic,,19,99.7395125,146.60525,0,14061848,14002593,59255,107757,114291,0.008001388,0.00754395,1,0,,0,a/α
SRR538773,PRJNA165031,NA,Illumina HiSeq 2000,A92,USA,North America,Oral,,1,99.807625,115.7815,0,14140630,14121062,19568,69673,73593,0.005152166,0.00487773,1,0,,0,a/α
SRR538774,PRJNA165021,NA,Illumina HiSeq 2000,3153A,USA,North America,Blood,,1,99.8851125,129.1685,0,14143720,14131351,12369,83205,56971,0.003988478,0.00582509,1,0,,0,a/α
SRR538779,PRJNA165027,NA,Illumina HiSeq 2000,A48,USA,North America,Oral,,1,99.89845,106.618038,0,14135384,14124769,10615,86880,61632,0.004314789,0.00608237,1,0,,0,a/α
SRR538782,PRJNA165029,NA,Illumina HiSeq 2000,A67,USA,North America,Oral,,3,99.6624625,132.886375,0,14063293,13998232,65061,82970,137633,0.009635536,0.00580864,1,0,,0,a/α
SRR538785,PRJNA165035,NA,Illumina HiSeq 2000,A84,NA,NA,,,1,99.800875,140.7325,0,14146976,14137605,9371,79570,57350,0.004015011,0.00557061,1,0,,0,a/α
SRR538786,PRJNA165039,NA,Illumina HiSeq 2000,A203,NA,NA,Oral,,1,99.8709,126.527875,0,14149669,14134850,14819,80494,53733,0.003761789,0.0056353,1,0,,0,a/α
SRR540283,PRJNA75227,Hirakawa et al. 2015,Illumina HiSeq 2000,P57072,USA,North America,Blood,,2,99.666275,99.6878125,0,14055317,13986001,69316,75711,152868,0.010702122,0.00530044,1,0,,0,α/α
SRR540285,PRJNA75217,Hirakawa et al. 2015,Illumina HiSeq 2000,P37005,USA,North America,Oral,,1,99.8811,87.6509375,0,14103573,14088750,14823,76489,103834,0.007269305,0.00535491,1,0,,0,a/a
SRR543720,PRJNA75211,Hirakawa et al. 2015,Illumina HiSeq 2000,L26,USA,North America,Vagina,,1,99.8891,90.2962125,chr7,14046480,14028328,18152,71099,166317,0.011643672,0.00497756,1,0,,0,a/a
SRR543721,PRJNA75237,Hirakawa et al. 2015,Illumina HiSeq 2000,P75016,Isreal,Asia,Blood,,4,99.7661625,98.3185625,0,14066896,14007027,59869,96387,120613,0.008443985,0.00674795,1,0,,0,a/α
SRR543723,PRJNA75213,Hirakawa et al. 2015,Illumina HiSeq 2000,P94015,USA,North America,Blood,,20,99.818725,88.0744625,chr1L,14041839,13960507,81332,58713,183344,0.012835714,0.00411043,1,0,,0,a/a
SRR543724,PRJNA75247,Hirakawa et al. 2015,Illumina HiSeq 2000,P78042,USA,North America,Blood,,3,99.850675,116.936125,chr4,14086091,14023921,62170,91479,106326,0.007443767,0.00640435,1,0,,0,a/a
SRR543726,PRJNA75239,Hirakawa et al. 2015,Illumina HiSeq 2000,P57055,USA,North America,Blood,,3,99.8215375,99.87045,0,14046658,13982329,64329,85319,151919,0.010635684,0.00597309,1,0,,0,a/α
SRR543727,PRJNA75241,Hirakawa et al. 2015,Illumina HiSeq 2000,P75063,France,Europe,Blood,,4,99.6739,128.408875,0,14091047,14019649,71398,72786,120063,0.00840548,0.00509567,1,0,,0,a/α
SRR543729,PRJNA75229,Hirakawa et al. 2015,Illumina HiSeq 2000,P34048,Turkey,Europe,Blood,,3,99.7728125,114.814,0,14060849,14001950,58899,97158,125889,0.008813352,0.00680193,1,0,,0,a/α
SRR543730,PRJNA75223,Hirakawa et al. 2015,Illumina HiSeq 2000,GC75,South Africa,Africa,Oral,,4,99.68465,91.5196375,0,14032052,13970794,61258,92513,159331,0.01115459,0.00647673,1,0,,0,α/α
SRR640897,PRJNA165025,NA,Illumina HiSeq 2000,A20,USA,North America,Oral,,1,99.82095,113.23075,"chr6R,chr7R",14160814,14139742,21072,55154,67928,0.004755565,0.00386127,1,0,,0,a/α
SRR641726,PRJNA165033,NA,Illumina HiSeq 2000,A123,USA,North America,Oral,,3,99.5709375,137.04425,0,14078700,14010834,67866,80579,124617,0.0087243,0.00564125,1,0,,0,a/α
SRR646260,PRJNA165035,NA,Illumina HiSeq 2000,A155,USA,North America,Oral,,20,99.4874375,141.865125,0,14084438,14020052,64386,83532,115926,0.008115853,0.00584798,1,0,,0,α/α
SRR6669848,PRJNA432884,Ropars et al. 2018,Illumina HiSeq 2000,SLSURRC1,France,Europe,Urogenital,4,4,99.639375,73.7607,0,14008208,13947348,60860,93493,182195,0.012755273,0.00654534,1,1,,0,a/α
SRR6669849,PRJNA432884,Ropars et al. 2018,Illumina HiSeq 2000,D1_X,France,Europe,Oral,2,2,99.4937,78.1129125,0,13981402,13917568,63834,85531,216963,0.015189343,0.00598793,1,1,,0,a/α
SRR6669850,PRJNA432884,Ropars et al. 2018,Illumina HiSeq 2000,E1_X,France,Europe,Oral,4,4,99.609225,66.11395,0,13925573,13862942,62631,82706,275617,0.019295646,0.00579016,1,1,,0,a/α
SRR6669851,PRJNA432884,Ropars et al. 2018,Illumina HiSeq 2000,B1_X,France,Europe,Oral,1,1,99.8083125,68.471725,0,14018732,14008708,10024,85914,179250,0.012549097,0.00601475,1,1,,0,a/α
SRR6669852,PRJNA432884,Ropars et al. 2018,Illumina HiSeq 2000,C1_X,France,Europe,Oral,4,4,99.5422375,58.367,0,13802677,13744437,58240,89190,392029,0.027445523,0.00624409,1,1,,0,a/α
SRR6669853,PRJNA432884,Ropars et al. 2018,Illumina HiSeq 2000,A41,South Korea,Asia,Blood,18,18,99.5831,49.0760125,0,13605742,13546900,58842,84811,593343,0.041539297,0.00593753,1,1,,0,a/α
SRR6669854,PRJNA432884,Ropars et al. 2018,Illumina HiSeq 2000,C63,Belgium,Europe,Gastrointestinal,11,11,99.6941,38.2012875,0,10774809,10739399,35410,70785,3438302,0.240711778,,0,0,,0,a/α
SRR6669855,PRJNA432884,Ropars et al. 2018,Illumina HiSeq 2000,H4,South Korea,Asia,Blood,18,18,99.6464625,52.4374875,segmental deletion on chrR,13638099,13585065,53034,98099,547698,0.03834374,0.0068678,1,1,,0,a/α
SRR6669856,PRJNA432884,Ropars et al. 2018,Illumina HiSeq 2000,B18,South Korea,Asia,Blood,18,18,99.699275,78.8895625,0,14042796,13988837,53959,108594,132506,0.009276601,0.00760255,1,1,,0,a/α
SRR6669857,PRJNA432884,Ropars et al. 2018,Illumina HiSeq 2000,GEFrouen,France,Europe,Blood,4,4,99.595475,53.8777625,0,13792177,13730780,61397,85352,406367,0.028449311,0.0059754,1,1,,0,a/α
SRR6669858,PRJNA432884,Ropars et al. 2018,Illumina HiSeq 2000,H014,French Guiana,South America,Gastrointestinal,8,8,99.7148125,139.0435,0,14108021,14051599,56422,99227,76648,0.005366043,0.00694677,1,1,,0,a/α
SRR6669859,PRJNA432884,Ropars et al. 2018,Illumina HiSeq 2500,8350,China,Asia,Vagina,13,13,99.1475125,166.677,0,14045084,13930565,114519,42082,196730,0.013772853,0.00294611,1,0,,0,a/α
SRR6669860,PRJNA432884,Ropars et al. 2018,Illumina HiSeq 2500,8866,China,Asia,Vagina,13,13,99.0512125,183.82875,0,14052342,13937594,114748,42252,189302,0.013252827,0.00295802,1,0,,0,a/α
SRR6669861,PRJNA432884,Ropars et al. 2018,Illumina HiSeq 2000,EGPHCRS2,France,Europe,Blood,12,12,99.6897,66.08535,0,13775587,13722921,52666,100730,407579,0.028534162,0.007052,1,1,,0,a/α
SRR6669862,PRJNA432884,Ropars et al. 2018,Illumina HiSeq 2000,EGPURRM9,France,Europe,Urogenital,11,11,99.7213125,70.955025,0,13886626,13834910,51716,96384,300886,0.021064701,0.00674774,1,1,,0,a/α
SRR6669863,PRJNA432884,Ropars et al. 2018,Illumina HiSeq 2000,EGPHCRM4,France,Europe,Blood,4,4,99.6870625,59.1236375,chrRR,13606870,13543144,63726,76437,600589,0.042046582,0.00535127,1,1,,0,a/α
SRR6669864,PRJNA432884,Ropars et al. 2018,Illumina HiSeq 2000,EGPHCRS1,France,Europe,Blood,12,12,99.7054125,62.884975,0,13772261,13720071,52190,102733,408902,0.028626784,0.00719223,1,1,,0,a/α
SRR6669865,PRJNA432884,Ropars et al. 2018,Illumina HiSeq 2000,EGPHCRC4,France,Europe,Blood,3,3,99.68735,68.724875,0,13883122,13827437,55685,98780,301994,0.021142271,0.00691548,1,1,,0,a/α
SRR6669866,PRJNA432884,Ropars et al. 2018,Illumina HiSeq 2000,EGPHCRM2,France,Europe,Blood,1,1,99.7790375,59.0557125,0,13816512,13806673,9839,87311,380073,0.026608497,0.00611255,1,1,,0,a/α
SRR6669867,PRJNA432884,Ropars et al. 2018,Illumina HiSeq 2500,M1653/93,Madagascar,Africa,Vagina,13,13,98.9515,138.116375,"chr1L,chr3,chr4L,chr6L,chr7L",14014134,13900028,114106,41444,228318,0.015984294,0.00290145,1,0,,0,a/α
SRR6669868,PRJNA432884,Ropars et al. 2018,Illumina HiSeq 2500,A1605/1993,Angola,Africa,Vagina,13,13,98.997125,155.41325,"chr1L,chr3,chr4L,chr6L,chr7L",14029046,13914869,114177,41787,213063,0.014916309,0.00292546,1,0,,0,a/α
SRR6669869,PRJNA432884,Ropars et al. 2018,Illumina HiSeq 2500,2264,China,Asia,Vagina,13,13,99.0555,198.150375,0,14056442,13941389,115053,41801,185653,0.012997364,0.00292644,1,0,,0,a/α
SRR6669870,PRJNA432884,Ropars et al. 2018,Illumina HiSeq 2500,M8684/93,Madagascar,Africa,Vagina,13,13,99.01675,199.08575,segmental deletion on chrR,14046540,13931642,114898,41838,195518,0.013688002,0.00292903,1,0,,0,a/α
SRR6669871,PRJNA432884,Ropars et al. 2018,Illumina HiSeq 2500,XH455,China,Asia,Urogenital,13,13,99.05445,183.54125,0,14051999,13937194,114805,41968,189929,0.013296722,0.00293813,1,0,,0,a/α
SRR6669872,PRJNA432884,Ropars et al. 2018,Illumina HiSeq 2500,E373,China,Asia,Vagina,13,13,99.0539375,160.147375,0,14042975,13928569,114406,42069,198852,0.013921412,0.0029452,1,0,,0,a/α
SRR6669873,PRJNA432884,Ropars et al. 2018,Illumina HiSeq 2500,5344,China,Asia,Vagina,13,13,99.1107375,173.415375,0,14046796,13932090,114706,41856,195244,0.01366882,0.00293029,1,0,,0,a/α
SRR6669874,PRJNA432884,Ropars et al. 2018,Illumina HiSeq 2500,XH644,China,Asia,Urogenital,13,13,99.1819125,192.089375,0,14055984,13941220,114764,42379,185533,0.012988963,0.00296691,1,0,,0,a/α
SRR6669875,PRJNA432884,Ropars et al. 2018,Illumina HiSeq 2000,Niger14,Niger,Africa,Oral,3,3,99.5336875,95.3358875,0,14062817,13997514,65303,85547,135532,0.009488448,0.00598905,1,1,,0,a/α
SRR6669876,PRJNA432884,Ropars et al. 2018,Illumina HiSeq 2000,M57,Morocco,Africa,Vagina,1,1,99.7547875,132.125875,0,14153844,14134054,19790,76083,53969,0.003778311,0.00532649,1,1,,0,a/α
SRR6669877,PRJNA432884,Ropars et al. 2018,Illumina HiSeq 2000,B15,Brazil,South America,Vagina,8,8,99.6925875,64.3726375,0,13790918,13739645,51273,96755,396223,0.027739141,0.00677371,1,1,,0,a/α
SRR6669878,PRJNA432884,Ropars et al. 2018,Illumina HiSeq 2000,B85,Brazil,South America,Vagina,1,1,99.770425,148.15075,0,14150201,14139859,10342,90996,42699,0.00298931,0.00637053,1,1,,0,a/α
SRR6669879,PRJNA432884,Ropars et al. 2018,Illumina HiSeq 2000,C87,Belgium,Europe,Oral,S,12,99.6985875,57.4625625,0,13792326,13732415,59911,84007,407563,0.028533042,0.00588124,1,1,,0,a/α
SRR6669881,PRJNA432884,Ropars et al. 2018,Illumina HiSeq 2000,B54,Brazil,South America,Vagina,8,8,99.6978625,55.825225,0,13697275,13647111,50164,95587,491034,0.034376755,0.00669194,1,1,,0,a/α
SRR6669882,PRJNA432884,Ropars et al. 2018,Illumina HiSeq 2000,B116,Brazil,South America,Vagina,1,1,99.88535,41.366025,0,10807598,10800811,6787,69378,3406920,0.238514758,,0,0,,0,a/α
SRR6669883,PRJNA432884,Ropars et al. 2018,Illumina HiSeq 2000,C46,Belgium,Europe,Oral,3,3,99.6982375,46.003,0,12315340,12265742,49598,78747,1889809,0.13230347,0.00551299,1,1,,0,a/α
SRR6669884,PRJNA432884,Ropars et al. 2018,Illumina HiSeq 2000,M17,Morocco,Africa,Vagina,1,1,99.8497875,115.832875,0,14147892,14137497,10395,91073,44931,0.00314557,0.00637592,1,1,,0,a/α
SRR6669885,PRJNA432884,Ropars et al. 2018,Illumina HiSeq 2500,DELF29,Italy,Europe,Vagina,13,13,99.04455,174.2775,0,14049912,13935014,114898,41712,192272,0.013460753,0.00292021,1,0,,0,a/α
SRR6669886,PRJNA432884,Ropars et al. 2018,Illumina HiSeq 2500,A1622/1993,Angola,Africa,Vagina,13,13,99.021375,223.683375,CNV on chr3,14054416,13939675,114741,41472,188008,0.013162235,0.00290341,1,0,,0,a/α
SRR6669887,PRJNA432884,Ropars et al. 2018,Illumina HiSeq 2000,CEC4499,France,Europe,Environmental,1,1,99.8576,152.822375,0,14163121,14146661,16460,80015,40760,0.002853563,0.00560176,1,1,,0,a/α
SRR6669888,PRJNA432884,Ropars et al. 2018,Illumina HiSeq 2000,CEC4500,France,Europe,Environmental,1,1,99.7562875,204.11275,0,14163315,14143883,19432,72950,47631,0.003334594,0.00510715,1,1,,0,α/α
SRR6669889,PRJNA432884,Ropars et al. 2018,Illumina HiSeq 2000,FLON07,France,Europe,Oral,11,11,99.72375,111.58475,0,14104731,14045737,58994,87304,91861,0.006431089,0.00611206,1,1,,0,a/a
SRR6669890,PRJNA432884,Ropars et al. 2018,Illumina HiSeq 2500,CEC4854,Italy,Europe,Vagina,13,13,99.075025,163.844625,segmental deletion on chrR,14046168,13931611,114557,42144,195584,0.013692623,0.00295046,1,0,,0,a/α
SRR6669891,PRJNA432884,Ropars et al. 2018,Illumina HiSeq 2000,CEC4495,France,Europe,Environmental,11,11,99.7000375,158.36575,"chr5,chrR",14121523,14060317,61206,85691,76682,0.005368423,0.00599913,1,1,,0,a/α/α
SRR6669892,PRJNA432884,Ropars et al. 2018,Illumina HiSeq 2000,CEC4496,France,Europe,Environmental,1,1,99.9124125,176.786625,0,14175451,14160740,14711,77065,31380,0.00219688,0.00539524,1,1,,0,a/α
SRR6669893,PRJNA432884,Ropars et al. 2018,Illumina HiSeq 2000,CEC4497,France,Europe,Environmental,4,4,99.7354,160.844875,0,14107080,14046021,61059,97713,79103,0.005537915,0.00684078,1,1,,0,a/α
SRR6669894,PRJNA432884,Ropars et al. 2018,Illumina HiSeq 2000,CEC4498,France,Europe,Environmental,D,19,99.614425,148.935625,0,14080215,14008314,71901,104146,99535,0.006968337,0.00729115,1,1,,0,a/α
SRR6669895,PRJNA432884,Ropars et al. 2018,Illumina HiSeq 2000,ABCURRM4,France,Europe,Urogenital,C,20,99.730025,58.2991875,0,13759806,13703186,56620,90987,433103,0.030321069,0.0063699,1,1,,0,a/α
SRR6669896,PRJNA432884,Ropars et al. 2018,Illumina HiSeq 2000,LRBHCRC1,France,Europe,Blood,1,1,99.8696625,96.5299625,0,14146144,14135980,10164,83007,54745,0.003832638,0.00581123,1,1,,0,a/α
SRR6669897,PRJNA432884,Ropars et al. 2018,Illumina HiSeq 2000,LRBHCRM2,France,Europe,Blood,S,22,99.68115,100.434638,0,14075453,14017324,58129,95200,113243,0.007928019,0.00666485,1,1,,0,a/α
SRR6669898,PRJNA432884,Ropars et al. 2018,Illumina HiSeq 2000,LRBURRM1,France,Europe,Urogenital,16,16,99.7745125,51.291625,0,13376473,13310953,65520,100595,806828,0.056485149,0.00704255,1,1,,0,a/α
SRR6669900,PRJNA432884,Ropars et al. 2018,Illumina HiSeq 2000,ABCCURRC3,France,Europe,Urogenital,1,1,99.63645,47.7227125,0,12802610,12788223,14387,64726,1416560,0.099171823,0.0045314,1,1,,0,a/α
SRR6669901,PRJNA432884,Ropars et al. 2018,Illumina HiSeq 2000,ABCURRM1,France,Europe,Urogenital,4,4,99.6772875,50.8065625,0,13010726,12960170,50556,90454,1182716,0.082800659,0.00633259,1,1,,0,a/α
SRR6669902,PRJNA432884,Ropars et al. 2018,Illumina HiSeq 2000,ABCURRM3,France,Europe,Urogenital,1,1,99.693625,44.0916625,0,11369431,11354940,14491,55060,2859405,0.200183829,,0,0,,0,a/α
SRR6669903,PRJNA432884,Ropars et al. 2018,Illumina HiSeq 2000,LRBURRM2,France,Europe,Urogenital,S,20,99.5357875,65.129825,0,13902005,13840573,61432,86422,295469,0.020685463,0.00605031,1,1,,0,a/α
SRR6669904,PRJNA432884,Ropars et al. 2018,Illumina HiSeq 2000,TNMURR20,France,Europe,Urogenital,9,9,99.85935,71.438625,0,13973279,13911898,61381,94758,215859,0.015112053,0.0066339,1,1,,0,a/α
SRR6669905,PRJNA432884,Ropars et al. 2018,Illumina HiSeq 2000,CEC4494,France,Europe,Environmental,2,2,99.4528625,202.161875,0,14088006,14019299,68707,83811,112079,0.007846529,0.00586752,1,1,,0,a/α
SRR6669906,PRJNA432884,Ropars et al. 2018,Illumina HiSeq 2000,CEC4493,France,Europe,Environmental,2,2,99.54025,160.30575,0,14099889,14027359,72530,72389,111618,0.007814255,0.00506788,1,1,,0,a/α
SRR6669907,PRJNA432884,Ropars et al. 2018,Illumina HiSeq 2000,CEC4486,France,Europe,Environmental,E,21,99.762475,153.781625,0,14134078,14075519,58559,84390,65428,0.004580543,0.00590805,1,1,,0,a/α
SRR6669908,PRJNA432884,Ropars et al. 2018,Illumina HiSeq 2000,CEC4485,France,Europe,Environmental,S,20,99.764875,115.861375,0,14092649,14030917,61732,105381,85866,0.006011385,0.00737761,1,1,,0,a/α
SRR6669909,PRJNA432884,Ropars et al. 2018,Illumina HiSeq 2000,CEC4484,France,Europe,Environmental,1,1,99.7207375,113.479375,chr7,14132349,14117094,15255,79737,71810,0.00502734,0.0055823,1,1,,0,a/α
SRR6669910,PRJNA432884,Ropars et al. 2018,Illumina HiSeq 2000,CEC4482,France,Europe,Environmental,2,2,99.4691,172.3885,0,14094901,14020573,74328,72495,116500,0.008156038,0.0050753,1,1,,0,a/α
SRR6669911,PRJNA432884,Ropars et al. 2018,Illumina HiSeq 2000,CEC4492,France,Europe,Environmental,11,11,99.7547375,127.395875,0,14101723,14055796,45927,114306,67867,0.004751295,0.00800244,1,1,,0,a/α
SRR6669912,PRJNA432884,Ropars et al. 2018,Illumina HiSeq 2000,CEC4489,France,Europe,Environmental,1,1,99.7925375,75.7852,0,14120459,14103679,16780,73028,90409,0.006329436,0.00511261,1,1,,0,a/α
SRR6669913,PRJNA432884,Ropars et al. 2018,Illumina HiSeq 2000,CEC4488,France,Europe,Environmental,1,1,99.9303,139.9285,0,14167801,14151352,16449,79357,36738,0.002571987,0.0055557,1,1,,0,a/α
SRR6669914,PRJNA432884,Ropars et al. 2018,Illumina HiSeq 2000,CEC4487,France,Europe,Environmental,2,2,99.462925,166.950125,0,14084736,14014814,69922,80372,118788,0.008316218,0.00562676,1,1,,0,a/α
SRR6669915,PRJNA432884,Ropars et al. 2018,Illumina HiSeq 2000,C71,Belgium,Europe,Gastrointestinal,11,11,99.7290875,70.727775,0,13985542,13939636,45906,107280,191074,0.013376883,0.00751056,1,1,,0,a/α
SRR6669916,PRJNA432884,Ropars et al. 2018,Illumina HiSeq 2000,Niger8,Niger,Africa,Oral,1,1,99.8517125,42.079325,0,9588273,9582463,5810,61966,4633657,0.324397279,,0,0,,0,a/α
SRR6669917,PRJNA432884,Ropars et al. 2018,Illumina HiSeq 2000,Bougn7,France,Europe,Blood,3,3,99.7001875,73.17355,0,13917613,13862730,54883,101715,264568,0.018522117,0.00712096,1,1,,0,a/α
SRR6669918,PRJNA432884,Ropars et al. 2018,Illumina HiSeq 2000,G2_X,France,Europe,Oral,3,3,99.481225,112.32825,0,14074115,13997241,76874,67725,142056,0.009945186,0.00474135,1,1,,0,a/α
SRR6669919,PRJNA432884,Ropars et al. 2018,Illumina HiSeq 2000,X14,France,Europe,Environmental,16,16,99.8218875,90.1873625,0,14061285,13986116,75169,104492,118119,0.008269383,0.00731537,1,1,,0,a/α
SRR6669920,PRJNA432884,Ropars et al. 2018,Illumina HiSeq 2000,Bougn15,France,Europe,Blood,3,3,99.64695,82.3986625,"chr2, CNV on chr1",13994673,13931615,63058,87803,201420,0.014101195,0.00614699,1,1,,0,a/α
SRR6669921,PRJNA432884,Ropars et al. 2018,Illumina HiSeq 2000,M52,Morocco,Africa,Vagina,4,4,99.672325,39.5393125,0,10336709,10297666,39043,68918,3878269,0.271513388,,0,0,,0,a/α
SRR6669922,PRJNA432884,Ropars et al. 2018,Illumina HiSeq 2000,C78,Belgium,Europe,Oral,11,11,99.7485375,63.32875,chr7,13874536,13829848,44688,106313,303047,0.02121599,0.00744286,1,1,,0,a/α
SRR6669924,PRJNA432884,Ropars et al. 2018,Illumina HiSeq 2000,M44,Morocco,Africa,Vagina,1,1,99.811825,42.3891125,0,10021655,10013652,8003,55672,4206569,0.294497314,,0,0,,0,a/α
SRR6669925,PRJNA432884,Ropars et al. 2018,Illumina HiSeq 2000,EGPURRM15,France,Europe,Urogenital,D,19,99.72235,58.2414,0,13448386,13387220,61166,99749,735761,0.051509826,0.00698332,1,1,,0,a/α
SRR6669926,PRJNA432884,Ropars et al. 2018,Illumina HiSeq 2000,SOU2,France,Europe,Gastrointestinal,S,9,99.7745625,72.6629125,0,14017143,13964001,53142,116569,150184,0.010514218,0.00816087,1,1,,0,a/α
SRR6669927,PRJNA432884,Ropars et al. 2018,Illumina HiSeq 2000,CEC4479,France,Europe,Environmental,1,1,99.8562,101.336438,0,14134648,14124343,10305,88954,60294,0.004221117,0.00622757,1,1,,0,a/α
SRR6669928,PRJNA432884,Ropars et al. 2018,Illumina HiSeq 2000,FON1,France,Europe,Urogenital,1,1,99.7131,97.5419375,0,14141512,14113092,28420,56321,86063,0.006025177,0.00394297,1,1,,0,a/α
SRR6669929,PRJNA432884,Ropars et al. 2018,Illumina HiSeq 2000,MAC1,France,Europe,Skin,1,1,99.765425,40.297125,0,11502864,11491347,11517,61430,2719602,0.190396374,,0,0,,0,a/α
SRR6669930,PRJNA432884,Ropars et al. 2018,Illumina HiSeq 2000,CAAL136,Senegal,Africa,Vagina,1,1,99.8702875,45.6003125,0,13094856,13087765,7091,86942,1102098,0.077156681,0.00608671,1,1,,0,a/α
SRR6669931,PRJNA432884,Ropars et al. 2018,Illumina HiSeq 2000,CHV1,France,Europe,Blood,B,2,99.600175,71.325025,0,14009905,13943854,66051,84921,189070,0.013236585,0.00594523,1,1,,0,a/α
SRR6669932,PRJNA432884,Ropars et al. 2018,Illumina HiSeq 2000,CAAL134,Senegal,Africa,Vagina,1,1,99.7071,86.8930625,0,14108622,14097470,11152,87312,87962,0.006158124,0.00611262,1,1,,0,a/α
SRR6669934,PRJNA432884,Ropars et al. 2018,Illumina HiSeq 2000,CEC4480,France,Europe,Environmental,1,1,99.6402375,182.4205,0,14150091,14136817,13274,86635,47170,0.00330232,0.00606522,1,1,,0,α/α
SRR6669935,PRJNA432884,Ropars et al. 2018,Illumina HiSeq 2000,CEC4481,France,Europe,Environmental,S,20,99.6428625,125.259875,0,14094358,14026857,67501,80962,108576,0.007601287,0.00566806,1,1,,0,a/α
SRR6669936,PRJNA432884,Ropars et al. 2018,Illumina HiSeq 2000,M36,Morocco,Africa,Vagina,4,4,99.6783375,82.130525,0,14043309,13982384,60925,90714,149873,0.010492445,0.00635079,1,1,,0,a/α
SRR6669937,PRJNA432884,Ropars et al. 2018,Illumina HiSeq 2000,M43,Morocco,Africa,Vagina,4,4,99.7084625,64.4620625,0,13915968,13859445,56523,96629,271299,0.018993347,0.00676489,1,1,,0,a/α
SRR6669938,PRJNA432884,Ropars et al. 2018,Illumina HiSeq 2000,M3,Morocco,Africa,Vagina,4,4,99.686625,61.571025,0,13464419,13402646,61773,76303,743174,0.052028802,0.00534189,1,1,,0,a/α
SRR6669939,PRJNA432884,Ropars et al. 2018,Illumina HiSeq 2000,M9,Morocco,Africa,Vagina,1,1,99.8883,61.0738125,0,13710223,13704056,6167,94692,478981,0.033532938,0.00662928,1,1,,0,a/α
SRR6669940,PRJNA432884,Ropars et al. 2018,Illumina HiSeq 2000,M7,Morocco,Africa,Vagina,2,2,99.484425,68.111625,chr5,13912985,13853090,59895,88732,282179,0.019755044,0.00621203,1,1,,0,a/a/α
SRR6669941,PRJNA432884,Ropars et al. 2018,Illumina HiSeq 2000,M46,Morocco,Africa,Vagina,2,2,99.5492625,81.619025,0,14016594,13949511,67083,78538,188764,0.013215162,0.00549836,1,1,,0,a/α
SRR6669942,PRJNA432884,Ropars et al. 2018,Illumina HiSeq 2000,M6,Morocco,Africa,Vagina,2,2,99.4366125,57.2309625,chr5,13440295,13382987,57308,84973,758628,0.05311072,0.00594887,1,1,,0,a/a/α
SRR6669943,PRJNA432884,Ropars et al. 2018,Illumina HiSeq 2000,M47,Morocco,Africa,Vagina,S,8,99.7653625,52.9071125,0,12976050,12929430,46620,98591,1209255,0.084658625,0.00690225,1,1,,0,a/α
SRR6669944,PRJNA432884,Ropars et al. 2018,Illumina HiSeq 2000,M15,Morocco,Africa,Vagina,10,10,99.7747125,79.5722625,0,14026048,13968161,57887,110976,146872,0.010282349,0.00776931,1,1,,0,a/α
SRR6669945,PRJNA432884,Ropars et al. 2018,Illumina HiSeq 2000,M40,Morocco,Africa,Vagina,1,1,99.80565,61.290475,0,13739512,13719965,19547,65455,478929,0.033529298,0.00458243,1,1,,0,a/α
SRR6669946,PRJNA432884,Ropars et al. 2018,Illumina HiSeq 2000,EGPURRM17,France,Europe,Urogenital,B,2,99.6257875,107.30375,0,13657864,13594350,63514,80589,545443,0.03818587,0.00564195,1,1,,0,a/α
SRR6669947,PRJNA432884,Ropars et al. 2018,Illumina HiSeq 2000,HAM,France,Europe,Oral,S,12,99.4986,65.238,0,13906623,13844891,61732,78894,298379,0.020889189,0.00552328,1,1,,0,a/α
SRR6669948,PRJNA432884,Ropars et al. 2018,Illumina HiSeq 2000,MAN,France,Europe,Oral,1,1,99.750525,53.2479375,chr7,13298554,13285516,13038,74267,911075,0.063783368,0.00519935,1,1,,0,α/α
